Sale no,Date,Region,Estate,Grade,Price (Rs/kg),Exchange Rate (LKR/USD),Rainfall
3,2025-01-21/22,WESTERN HIGH,Bogahawatte,PEK/PEKI,1500,292.83,39
3,2025-01-21/22,UVA HIGH,Glenanore,BOP,1320,292.83,26
3,2025-01-21/22,UVA HIGH,Uva Highlands,BOP,1180,292.83,26
3,2025-01-21/22,UVA HIGH,Mount Uva,BOP,980,292.83,26
3,2025-01-21/22,UVA HIGH,Battawatte,BOPSp,1200,292.83,26
3,2025-01-21/22,UVA HIGH,Glenanore,BOPI,1650,292.83,26
3,2025-01-21/22,UVA HIGH,Uva Highlands,BOPI,1650,292.83,26
3,2025-01-21/22,UVA HIGH,Glenanote,BOPI,1500,292.83,26
3,2025-01-21/22,UVA HIGH,Ellathota Uva,BOPI,1480,292.83,26
3,2025-01-21/22,UVA HIGH,Needwood Super,BOP1,1480,292.83,26
3,2025-01-21/22,UVA HIGH,Ellathota Uva,FBOP/FBOPI,1600,292.83,26
3,2025-01-21/22,UVA HIGH,Glenanore,FBOP/FBOPI,1550,292.83,26
3,2025-01-21/22,UVA HIGH,Uva Highlands,FBOP/FBOPI,1550,292.83,26
3,2025-01-21/22,UVA HIGH,Ranaya,FBOP/FBOPI,1550,292.83,26
3,2025-01-21/22,UVA HIGH,Gonamotawa,FBOPF/FBOPFI,1480,292.83,26
3,2025-01-21/22,UVA HIGH,Glenanore,FBOPF/FBOPF1,1460,292.83,26
3,2025-01-21/22,UVA HIGH,Battawatte,OP/OPA,1360,292.83,26
3,2025-01-21/22,UVA HIGH,Ellathota Uva,OP1,1550,292.83,26
3,2025-01-21/22,UVA HIGH,Ellathota Uva,PEK/PEKI,1550,292.83,26
3,2025-01-21/22,UVA HIGH,Craig,PEK/PEKI,1550,292.83,26
3,2025-01-21/22,UVA HIGH,Balagalaella,PEK/PEKT,1500,292.83,26
3,2025-01-21/22,UVA HIGH,Gonamotawa,PEK PEK,1480,292.83,26
3,2025-01-21/22,UVA HIGH,Battawatte,PEK PEKI,1480,292.83,26
3,2025-01-21/22,NUWARA ELIYAS,Lovers Leap,BOP,1280,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Kenmate,BOPSp,870,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Kenmare,BOPF/BOPFSp,960,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Court Lodge,BOPF/BOPFSp,940,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Kenmare,FBOP/FBOPI,1850,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Court Lodge,FBOP/FBOPI,1440,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Court Lodge,OP/OPA,1240,292.83,57
3,2025-01-21/22,NUWARA ELIYAS,Lovers Leap,PEK/PEKI,1160,292.83,57
3,2025-01-21/22,UDAPUSSELLAWAS,High Forest,BOP,1040,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Liddesdale,BOPF/BOPFSp,1100,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,High Forest,BOPF/BOPFSp,1100,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Alma,FBOP/FBOPI,1750,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPFI,1500,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Maha Uva,FBOPF/FBOPFI,1360,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Alma,OP/OPA,1320,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Delmar,OP/OPA,1280,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1240,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Maha Uva,OP1,1400,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1750,292.83,19
3,2025-01-21/22,UDAPUSSELLAWAS,Alma,PEK/PEKI,1750,292.83,19
3,2025-01-21/22,LOW GROWNS,Mahaliyadda,BOP,2050,292.83,60
3,2025-01-21/22,LOW GROWNS,Lellopitiya Super,BOPSp,1700,292.83,60
3,2025-01-21/22,LOW GROWNS,Pothotuwa,BOPF,1500,292.83,60
3,2025-01-21/22,LOW GROWNS,Hidellana.,BOPF,1480,292.83,60
3,2025-01-21/22,LOW GROWNS,Rajjuruwatta Suoer,BOPFSp,2150,292.83,60
3,2025-01-21/22,LOW GROWNS,Galatara,FBOP,2750,292.83,60
3,2025-01-21/22,LOW GROWNS,Hedigalla,FBOP,2650,292.83,60
3,2025-01-21/22,LOW GROWNS,Gunawardena,FBOP,2450,292.83,60
3,2025-01-21/22,LOW GROWNS,Hidellana,FBOP,2450,292.83,60
3,2025-01-21/22,LOW GROWNS,Kolonna Super,FBOPI,2600,292.83,60
3,2025-01-21/22,LOW GROWNS,Allen Valley,FBOPF,1950,292.83,60
3,2025-01-21/22,LOW GROWNS,Adams View,FBOPFI,1650,292.83,60
3,2025-01-21/22,LOW GROWNS,Lickra,FBOPFI,1650,292.83,60
3,2025-01-21/22,LOW GROWNS,Sithaka,FBOPFI,1650,292.83,60
3,2025-01-21/22,LOW GROWNS,Haughton,FBOPFI,1650,292.83,60
3,2025-01-21/22,LOW GROWNS,Lellopitiya Super,FBOPFI,1650,292.83,60
3,2025-01-21/22,LOW GROWNS,Pothotuwa,OP1,3650,292.83,60
3,2025-01-21/22,LOW GROWNS,Mahaliyadda,OP,1700,292.83,60
3,2025-01-21/22,LOW GROWNS,Stream Line,OP,1700,292.83,60
3,2025-01-21/22,LOW GROWNS,Miriswatta,OP,1700,292.83,60
3,2025-01-21/22,LOW GROWNS,Green Lanka,OPA,1900,292.83,60
3,2025-01-21/22,LOW GROWNS,Pothotuwa,BOP1,3300,292.83,60
3,2025-01-21/22,LOW GROWNS,Hidellana,BOPI,3000,292.83,60
3,2025-01-21/22,LOW GROWNS,Sithaka,BOPI,3000,292.83,60
3,2025-01-21/22,LOW GROWNS,Makandura,BOPI,3000,292.83,60
3,2025-01-21/22,LOW GROWNS,Kolonna Super,BOPI,2850,292.83,60
3,2025-01-21/22,LOW GROWNS,New Deniyaya,BOPI,2800,292.83,60
3,2025-01-21/22,LOW GROWNS,Lions,BOPI,2800,292.83,60
3,2025-01-21/22,LOW GROWNS,Lumbini,PEK,2450,292.83,60
3,2025-01-21/22,LOW GROWNS,Nilrich,PEK1,2300,292.83,60
3,2025-01-21/22,LOW GROWNS,Hidellana,PEK1,2250,292.83,60
3,2025-01-21/22,LOW GROWNS,Nilgiri,PEK1,2250,292.83,60
3,2025-01-21/22,LOW GROWNS,Golden Garden,PEK1,2250,292.83,60
3,2025-01-21/22,UNORTHODOX HIGH,Dunsinane CTC,PF1,1260,292.83,36.53
3,2025-01-21/22,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1240,292.83,36.53
3,2025-01-21/22,UNORTHODOX MEDIUM,Rothschild CTC,BPI,1040,292.83,36.53
3,2025-01-21/22,UNORTHODOX MEDIUM,Aultmore,BPS,1140,292.83,36.53
3,2025-01-21/22,UNORTHODOX MEDIUM,Aultmore,BPS,1140,292.83,36.53
3,2025-01-21/22,UNORTHODOX LOW,Kalubowitiyana CTC,PF1,1480,292.83,36.53
3,2025-01-21/22,UNORTHODOX LOW,Ceciliyan CTC,BPI,1320,292.83,36.53
3,2025-01-21/22,UNORTHODOX LOW,Ross Feld CTC,BPS,770,292.83,36.53
3,2025-01-21/22,PREMIUM FLOWERY,Rajjuruwatta Super,FBOPFSp,4150,292.83,36.53
3,2025-01-21/22,PREMIUM FLOWERY,Lions,FBOPFEXSp,4950,292.83,36.53
3,2025-01-21/22,PREMIUM FLOWERY,Kamarangapitiya,FHOPFEXSpl,5000,292.83,36.53
3,2025-01-21/22,DUSTS,Mattakelle,DUST1,1480,292.83,36.53
3,2025-01-21/22,DUSTS,Hingalgoda CTC,PD,1400,292.83,36.53
3,2025-01-21/22,OFF GRADES,Wanarajah,FGS/FGS!,1260,292.83,36.53
3,2025-01-21/22,OFF GRADES,Hingalgoda CTC,PFGS,1220,292.83,36.53
3,2025-01-21/22,OFF GRADES,Gunawardena.,BM,1200,292.83,36.53
3,2025-01-21/22,OFF GRADES,Subhagya,BP,1440,292.83,36.53
3,2025-01-21/22,OFF GRADES,Chandrika Estate,BOPIA,1400,292.83,36.53
4,2025-01-28/29,WESTERN MEDIUM,Harangalla,BOP,1600,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Uplands,BOP,1600,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Ancoombra,BOPSP,1500,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Dartry Valley,BOPF/BOPFSp,1260,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Vellai Oya,BOPF/BOPFSP,1220,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Craighead,BOPI,2250,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Craighead,FBOP/FBOPI,2100,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Harangalla,FBOP/FBOPI,2100,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Craighead,FBOPF/FBOPF1,1600,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Dartry Valley,FBOPF/FBOPFI,1600,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Hatale,FBOPF/FBOPF1,1600,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Hatale,OP/OPA,1440,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Ancoombra,OP1,1650,294.18,38
4,2025-01-28/29,WESTERN MEDIUM,Greenwood,PEK/PEKI,1850,294.18,38
4,2025-01-28/29,WESTERN HIGH,Great Western,BOP,1480,294.18,45
4,2025-01-28/29,WESTERN HIGH,Somerset,BOP,1440,294.18,45
4,2025-01-28/29,WESTERN HIGH,Ingestre,BOPSP,1550,294.18,45
4,2025-01-28/29,WESTERN HIGH,Robgill,BOPF/BOPFSP,1600,294.18,45
4,2025-01-28/29,WESTERN HIGH,Alton,BOPF/BOPFSP,1500,294.18,45
4,2025-01-28/29,WESTERN HIGH,Inverness,BOP1,2000,294.18,45
4,2025-01-28/29,WESTERN HIGH,St. Andrews,FBOP/FBOPI,2100,294.18,45
4,2025-01-28/29,WESTERN HIGH,Queensberry,FBOPF/FBOPF1,1460,294.18,45
4,2025-01-28/29,WESTERN HIGH,Venture,OP/OPA,1500,294.18,45
4,2025-01-28/29,WESTERN HIGH,St. Andrews,OP1,1650,294.18,45
4,2025-01-28/29,WESTERN HIGH,Great Western,PEK/PEKI,1500,294.18,45
4,2025-01-28/29,WESTERN HIGH,Bambrakelly,PEK/PEK1,1500,294.18,45
4,2025-01-28/29,WESTERN HIGH,Annfield,PEK/PEKI,1500,294.18,45
4,2025-01-28/29,WESTERN HIGH,Fairlawn,PEK/PEKI,1500,294.18,45
4,2025-01-28/29,NUWARA ELIYAS,Mahagastotte,BOP,1300,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Lovers Leap,BOP,1300,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Kenmare,BOPSP,900,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Mahagastotte,BOPF/BOPFSp,1240,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Court Lodge,BOPF/BOPFSp,1080,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Court Lodge,FBOP/FBOPI,1750,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Court Lodge,OP/OPA,1220,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Mahagastotte,OP/OPA,1180,294.18,26
4,2025-01-28/29,NUWARA ELIYAS,Kenmare,PEK/PEKI,1300,294.18,26
4,2025-01-28/29,UDAPUSSELLAWAS,Alma,BOP,1400,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Delmar,BOPSp,1120,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Kirklees,BOPF/BOPFSp,1200,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,High Forest,BOPF/BOPFSP,1100,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Maha Uva,BOPI,1380,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Blairlomond,FBOP/FBOPI,1460,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Delmar,FBOP/FBOPI,1400,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Maha Uva,FBOPF/FBOPF1,1320,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Delmar,FBOPF/FBOPF1,1320,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Blairlomond,FBOPF/FBOPFI,1280,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Alma,OP/OPA,1360,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Delmar,OP/OPA,1320,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Maha Uva,OP/OPA,1280,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Delmar,OP1,1550,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Alma,PEK/PEKI,1500,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Blairlomond,PEK/PEK1,1480,294.18,36
4,2025-01-28/29,UDAPUSSELLAWAS,Maha Uva,PEK/PEKI,1460,294.18,36
4,2025-01-28/29,LOW GROWNS,Karagoda,BOP,1950,294.18,50
4,2025-01-28/29,LOW GROWNS,Mahaliyadda,BOP,1950,294.18,50
4,2025-01-28/29,LOW GROWNS,Sithaka,BOP,1950,294.18,50
4,2025-01-28/29,LOW GROWNS,Lellopitiya Super,BOPSP,1550,294.18,50
4,2025-01-28/29,LOW GROWNS,Sithaka,BOPF,1650,294.18,50
4,2025-01-28/29,LOW GROWNS,Ceciliyan,BOPF,1440,294.18,50
4,2025-01-28/29,LOW GROWNS,Hidellana,BOPF,1400,294.18,50
4,2025-01-28/29,LOW GROWNS,Rajjuruwatta Super,BOPF,1400,294.18,50
4,2025-01-28/29,LOW GROWNS,Rajjuruwatta Super,BOPFSp,2200,294.18,50
4,2025-01-28/29,LOW GROWNS,Sithaka,FBOP,2600,294.18,50
4,2025-01-28/29,LOW GROWNS,Galatara,FBOP,2450,294.18,50
4,2025-01-28/29,LOW GROWNS,Pothotuwa,FBOP,2400,294.18,50
4,2025-01-28/29,LOW GROWNS,Sithaka,FBOP1,2450,294.18,50
4,2025-01-28/29,LOW GROWNS,Katanwila,FBOPF,2000,294.18,50
4,2025-01-28/29,LOW GROWNS,Haughton,FBOPF1,1650,294.18,50
4,2025-01-28/29,LOW GROWNS,Lellopitiya,FBOPF1,1650,294.18,50
4,2025-01-28/29,LOW GROWNS,Kolonna Super,FBOPF1,1600,294.18,50
4,2025-01-28/29,LOW GROWNS,Makandura,FBOPF1,1600,294.18,50
4,2025-01-28/29,LOW GROWNS,Gangaboda,FBOPF1,1600,294.18,50
4,2025-01-28/29,LOW GROWNS,Sithaka,FBOPF1,1600,294.18,50
4,2025-01-28/29,LOW GROWNS,Pothotuwa,FBOPF1,1550,294.18,50
4,2025-01-28/29,LOW GROWNS,Gunawardena,FBOPF1,1550,294.18,50
4,2025-01-28/29,LOW GROWNS,Stream Line,FBOPF1,1550,294.18,50
4,2025-01-28/29,LOW GROWNS,Pothotuwa,OP1,3750,294.18,50
4,2025-01-28/29,LOW GROWNS,Miriswatta,OP,1850,294.18,50
4,2025-01-28/29,LOW GROWNS,Green Lanka,OPA,1850,294.18,50
4,2025-01-28/29,LOW GROWNS,Pothotuwa,BOPI,3400,294.18,50
4,2025-01-28/29,LOW GROWNS,New Vithanakande,BOPI,2750,294.18,50
4,2025-01-28/29,LOW GROWNS,Mulatiyana Hills,BOPI,2750,294.18,50
4,2025-01-28/29,LOW GROWNS,Hidellana,BOPI,2700,294.18,50
4,2025-01-28/29,LOW GROWNS,Sithaka,BOPI,2700,294.18,50
4,2025-01-28/29,LOW GROWNS,Makandura,BOPI,2700,294.18,50
4,2025-01-28/29,LOW GROWNS,Liyonta,PEK,2500,294.18,50
4,2025-01-28/29,LOW GROWNS,Stream Line,PEKI,2250,294.18,50
4,2025-01-28/29,LOW GROWNS,Galatara,PEK1,2250,294.18,50
4,2025-01-28/29,LOW GROWNS,Suduwelipothahena Super,PEKI,2200,294.18,50
4,2025-01-28/29,LOW GROWNS,Hidellana,PEKI,2200,294.18,50
4,2025-01-28/29,LOW GROWNS,Rajjuruwatta Super,PEK1,2200,294.18,50
4,2025-01-28/29,LOW GROWNS,Kiruwanaganga,PEKI,2150,294.18,50
4,2025-01-28/29,LOW GROWNS,New J. S. P.,PEKI,2150,294.18,50
4,2025-01-28/29,LOW GROWNS,Mulatiyana Hills,PEKI,2150,294.18,50
4,2025-01-28/29,LOW GROWNS,Nilgiri,PEK1,2150,294.18,50
4,2025-01-28/29,LOW GROWNS,Dampahala,PEKI,2150,294.18,50
4,2025-01-28/29,LOW GROWNS,Golden Garden,PEKI,2150,294.18,50
4,2025-01-28/29,UVA MEDIUM,Aruna Passara,BOP,1340,294.18,31
4,2025-01-28/29,UVA MEDIUM,Shawlands,BOP,1320,294.18,31
4,2025-01-28/29,UVA MEDIUM,Dickwella,BOPSp,1340,294.18,31
4,2025-01-28/29,UVA MEDIUM,Dickwella,BOPF/BOPFSP,1500,294.18,31
4,2025-01-28/29,UVA MEDIUM,Roseland Uva,BOP1,1850,294.18,31
4,2025-01-28/29,UVA MEDIUM,Demodera 'S',BOPI,1750,294.18,31
4,2025-01-28/29,UVA MEDIUM,Roseland Uva,FBOP/FBOPI,2000,294.18,31
4,2025-01-28/29,UVA MEDIUM,Wewesse,FBOPF/FBOPF1,1400,294.18,31
4,2025-01-28/29,UVA MEDIUM,Roseland Uva,FBOPF/FBOPF1,1400,294.18,31
4,2025-01-28/29,UVA MEDIUM,Aruna Keppetipola,FBOPF/FBOPFI,1400,294.18,31
4,2025-01-28/29,UVA MEDIUM,Aruna Passara,OP/OPA,1360,294.18,31
4,2025-01-28/29,UVA MEDIUM,Dickwella,OP/OPA,1340,294.18,31
4,2025-01-28/29,UVA MEDIUM,Glen Alpin,OP/OPA,1340,294.18,31
4,2025-01-28/29,UVA MEDIUM,Blossoms Uva Tea,OP/OPA,1320,294.18,31
4,2025-01-28/29,UVA MEDIUM,Shawlands,OP/OPA,1320,294.18,31
4,2025-01-28/29,UVA MEDIUM,Aruna Passara,OP/OPA,1320,294.18,31
4,2025-01-28/29,UVA MEDIUM,Shawlands,OP1,1600,294.18,31
4,2025-01-28/29,UVA MEDIUM,Dickwella,PEK/PEKI,1700,294.18,31
4,2025-01-28/29,UVA MEDIUM,Aruna Passara,PEK/PEKI,1700,294.18,31
4,2025-01-28/29,UVA HIGH,Glenanore,BOP,1340,294.18,8
4,2025-01-28/29,UVA HIGH,Craig,BOPSP,1380,294.18,8
4,2025-01-28/29,UVA HIGH,Nayabedde,BOPF/BOPFSp,1260,294.18,8
4,2025-01-28/29,UVA HIGH,Uva Highlands,BOPF/BOPFSp,1200,294.18,8
4,2025-01-28/29,UVA HIGH,Uva Highlands,BOP1,1800,294.18,8
4,2025-01-28/29,UVA HIGH,Spring Valley,FBOP/FBOPI,1550,294.18,8
4,2025-01-28/29,UVA HIGH,Uvakellie,FBOP/FBOPI,1550,294.18,8
4,2025-01-28/29,UVA HIGH,Uva Highlands,FBOP/FBOP1,1550,294.18,8
4,2025-01-28/29,UVA HIGH,Glenanore,FBOPF/FBOPFI,1440,294.18,8
4,2025-01-28/29,UVA HIGH,Gonamotawa,OP/OPA,1320,294.18,8
4,2025-01-28/29,UVA HIGH,Craig,OP/OPA,1320,294.18,8
4,2025-01-28/29,UVA HIGH,Ranaya,OP/OPA,1320,294.18,8
4,2025-01-28/29,UVA HIGH,Glenanore,OP/OPA,1300,294.18,8
4,2025-01-28/29,UVA HIGH,Aislaby,OP/OPA,1300,294.18,8
4,2025-01-28/29,UVA HIGH,Ampittiakande,OP/OPA,1300,294.18,8
4,2025-01-28/29,UVA HIGH,Ellathota Uva,OP/OPA,1300,294.18,8
4,2025-01-28/29,UVA HIGH,Spring Valley,OP/OPA,1300,294.18,8
4,2025-01-28/29,UVA HIGH,Craig,OP1,1500,294.18,8
4,2025-01-28/29,UVA HIGH,Ellathota Uva,PEK/PEKI,1550,294.18,8
4,2025-01-28/29,UVA HIGH,Uvakellie,PEK/PEKI,1550,294.18,8
4,2025-01-28/29,UVA HIGH,Glenanore,PEK/PEK1,1460,294.18,8
4,2025-01-28/29,UVA HIGH,Gonamotawa,PEK/PEKI,1460,294.18,8
4,2025-01-28/29,UVA HIGH,Spring Valley,PEK/PEK1,1460,294.18,8
4,2025-01-28/29,UNORTHODOX HIGH,Dunsinane CTC,PF1,1240,294.18,36.53
4,2025-01-28/29,UNORTHODOX MEDIUM,New Peacock CTC,PF1,1220,294.18,36.53
4,2025-01-28/29,UNORTHODOX MEDIUM,Rothschild CTC,BP1,1200,294.18,36.53
4,2025-01-28/29,UNORTHODOX MEDIUM,Aultmore CTC,BPS,950,294.18,36.53
4,2025-01-28/29,UNORTHODOX LOW,Kalubowitiyana CTC,PF1,1480,294.18,36.53
4,2025-01-28/29,UNORTHODOX LOW,Hingalgoda CTC,PF1,1480,294.18,36.53
4,2025-01-28/29,UNORTHODOX LOW,Ceciliyan CTC,BPI,1300,294.18,36.53
4,2025-01-28/29,UNORTHODOX LOW,Ross Field CTC,BPS,750,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Fairyland,FBOPFSP,3400,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Wikiliya,FBOPFSP,3350,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Lions,FBOPFExSp,4700,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Ivy Hills,FBOPFEXSp,4500,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Fortune,FBOPFExSp,4300,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Moragalla 'Al',FBOPFExSp1,4350,294.18,36.53
4,2025-01-28/29,PREMIUM FLOWERY,Kamarangapitiya,FBOPFExSp1,3850,294.18,36.53
4,2025-01-28/29,DUSTS,Mattakelle,Dustl,1550,294.18,36.53
4,2025-01-28/29,DUSTS,Ceciliyan CTC,PD,1440,294.18,36.53
4,2025-01-28/29,OFF GRADES,Kurunduwatta,BM,1040,294.18,36.53
4,2025-01-28/29,OFF GRADES,Suwishka,BP,1440,294.18,36.53
4,2025-01-28/29,OFF GRADES,Adams View,BP,1300,294.18,36.53
4,2025-01-28/29,OFF GRADES,Falcon Lanka,BP,1300,294.18,36.53
4,2025-01-28/29,OFF GRADES,Holyrood,FGS/FGS1,1200,294.18,36.53
4,2025-01-28/29,OFF GRADES,Agraouvah,FGS/FGS1,1200,294.18,36.53
4,2025-01-28/29,OFF GRADES,Hingalgoda CTC,PF,1380,294.18,36.53
4,2025-01-28/29,OFF GRADES,Chandrika Estate,ΒΟΡΙΑ,1340,294.18,36.53
4,2025-01-28/29,OFF GRADES,Liyonta,BOPIA,1340,294.18,36.53
5,2025-02-03/05,UVA MEDIUM,Demodera 'S',BOP,1550,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Harangalla,BOP,1500,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Uplands,BOP,1500,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Doombagastalawa,BOPSP,1360,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Harangalla,BOPF/BOPFSp,1180,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Vellai Oya,BOPF/BOPFSP,1180,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Craighead,BOPI,1850,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Harangalla,BOPI,1600,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Dickwella,BOPI,1600,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Craighead,FBOP/FBOPI,2350,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Doombagastalawa,FBOP/FBOPI,2300,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Dickwella,FBOPF/FBOPFI,1550,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Harangalla,OP/OPA,1400,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,New Rothschild,OP1,1800,295.51,29.74
5,2025-02-03/05,UVA MEDIUM,Inguruwatte,PEK/PEKI,1700,295.51,29.74
5,2025-02-03/05,WESTERN HIGH,Holyrood,BOP,1420,295.51,40
5,2025-02-03/05,WESTERN HIGH,Ranaya,BOP,1360,295.51,40
5,2025-02-03/05,WESTERN HIGH,Ellathota Uva,BOP,1360,295.51,40
5,2025-02-03/05,WESTERN HIGH,Wanarajah,BOP,1360,295.51,40
5,2025-02-03/05,WESTERN HIGH,Norwood,BOP,1360,295.51,40
5,2025-02-03/05,WESTERN HIGH,Ellathota Uva,OP/OPA,1360,295.51,40
5,2025-02-03/05,WESTERN HIGH,Wattegodde,OP/OPA,1340,295.51,40
5,2025-02-03/05,WESTERN HIGH,Ampittiakande,BOPSP,1550,295.51,40
5,2025-02-03/05,WESTERN HIGH,Robgill,BOPF/BOPFSP,1600,295.51,40
5,2025-02-03/05,WESTERN HIGH,Alton,BOPF/BOPFSP,1550,295.51,40
5,2025-02-03/05,WESTERN HIGH,Somerset,BOPF/BOPFSP,1550,295.51,40
5,2025-02-03/05,WESTERN HIGH,Great Western,BOPF/BOPFSP,1500,295.51,40
5,2025-02-03/05,WESTERN HIGH,Annfield,BOPF/BOPFSp,1500,295.51,40
5,2025-02-03/05,WESTERN HIGH,Dessford,BOPF/BOPFSP,1500,295.51,40
5,2025-02-03/05,WESTERN HIGH,Venture,BOPI,1550,295.51,40
5,2025-02-03/05,WESTERN HIGH,St Andrews,FBOP/FBOPI,1650,295.51,40
5,2025-02-03/05,WESTERN HIGH,St Andrews,FBOPF/FBOPF1,1400,295.51,40
5,2025-02-03/05,WESTERN HIGH,Venture,OP/OPA,1420,295.51,40
5,2025-02-03/05,WESTERN HIGH,Glenloch,OP1,1600,295.51,40
5,2025-02-03/05,WESTERN HIGH,Great Western,PEK/PEKI,1650,295.51,40
5,2025-02-03/05,UVA HIGH,Glenanore,BOP,1320,295.51,16.5
5,2025-02-03/05,UVA HIGH,Ranaya,BOPSp,1280,295.51,16.5
5,2025-02-03/05,UVA HIGH,Nayabedde,BOPF/BOPFSP,1180,295.51,16.5
5,2025-02-03/05,UVA HIGH,Craig,BOP1,1500,295.51,16.5
5,2025-02-03/05,UVA HIGH,Alton,FBOP/FBOPI,1500,295.51,16.5
5,2025-02-03/05,UVA HIGH,Ellathota Uva,FBOP/FBOPI,1360,295.51,16.5
5,2025-02-03/05,UVA HIGH,Uva Highlanda,FBOPF/FBOPF1,1500,295.51,16.5
5,2025-02-03/05,UVA HIGH,Mattakelle,BOP,1320,295.51,16.5
5,2025-02-03/05,UVA HIGH,Craig,BOP,1320,295.51,16.5
5,2025-02-03/05,UVA HIGH,Ampittiakande,OP/OPA,1320,295.51,16.5
5,2025-02-03/05,UVA HIGH,Ranaya,OP/OPA,1320,295.51,16.5
5,2025-02-03/05,UVA HIGH,Gonamotawa,OP/OPA,1300,295.51,16.5
5,2025-02-03/05,UVA HIGH,Craig,OP1,1550,295.51,16.5
5,2025-02-03/05,UVA HIGH,Craig,PEK/PEKI,1550,295.51,16.5
5,2025-02-03/05,UVA HIGH,Great Western,PEK/PEKI,1650,295.51,16.5
5,2025-02-03/05,NUWARA ELIYAS,Mahagastotte,BOP,1300,295.51,40.36
5,2025-02-03/05,NUWARA ELIYAS,Lovers Leap,BOP,1300,295.51,40.36
